geoid,city,wkt,area,orig_area,clip_ratio,lat,lon,households,no_vehicle,no_vehicle_moe
250251004003,Boston,"POLYGON ((-71.075253 42.27968, -71.071475 42.28031, -71.070961 42.281281, -71.069501 42.278813, -71.071015 42.278314, -71.072774 42.278073, -71.073166 42.27805, -71.078891 42.278567, -71.07796 42.27905, -71.075253 42.27968))",1.3426609499992203e-05,1.3426609499992206e-05,0.9999999999999998,42.279365,-71.073217023906,549,85.99999999999999,85.32877591996734
250214177033,Quincy,"POLYGON ((-71.00491 42.24759, -71.003784 42.248696, -71.00128 42.25111, -70.99879 42.2504, -70.99841 42.25029, -70.99971 42.24782, -70.998623 42.246236, -71.00019 42.24541, -71.00266 42.24429, -71.00305 42.24412, -71.00336 42.24395, -71.00533 42.24372, -71.007 42.24409, -71.00709 42.24466, -71.00491 42.24759))",3.543262499999316e-05,3.543262499999317e-05,0.9999999999999998,42.246913000000006,-71.00225064459332,753,294.99999999999994,101.96568050084299
250250814003,Boston,"POLYGON ((-71.091239 42.329939, -71.087674 42.327912, -71.086996 42.327782, -71.08789 42.32571, -71.088788 42.324218, -71.090956 42.325022, -71.092905 42.326878, -71.092276 42.328266, -71.091239 42.329939))",1.9240448000003975e-05,1.9240448000003975e-05,1.0,42.32733,-71.08994559515651,567,228.0,121.01652779682617
250173515003,Somerville,"POLYGON ((-71.09143 42.379609, -71.089925 42.380064, -71.089263 42.377264, -71.088743 42.375732, -71.093362 42.376648, -71.095211 42.377507, -71.095868 42.377872, -71.096387 42.379635, -71.095919 42.379656, -71.09143 42.379609))",2.039987149997864e-05,2.039987149997864e-05,1.0,42.378740500000006,-71.09286787989313,561,124.0,70.40596565632774
250250702022,Boston,"POLYGON ((-71.061193 42.34793, -71.062451 42.346985, -71.063039 42.34685, -71.064434 42.347186, -71.06415 42.348405, -71.061193 42.34793))",3.1260845000013236e-06,3.126084500001324e-06,0.9999999999999999,42.347558,-71.06301777246898,355,221.99999999999997,94.04786015641184
250250605013,Boston,"POLYGON ((-71.042475 42.33801, -71.037522 42.338095, -71.037476 42.337283, -71.041595 42.337208, -71.04155 42.335518, -71.044269 42.33547, -71.045444 42.335452, -71.042475 42.33801))",9.309324999997434e-06,9.309324999997434e-06,1.0,42.336363,-71.04297956372166,517,96.0,98.00510190801293
250250804012,Boston,"POLYGON ((-71.080943 42.332931, -71.081738 42.331942, -71.082986 42.330831, -71.085025 42.330834, -71.085223 42.3306, -71.085037 42.332715, -71.087462 42.334126, -71.085345 42.335071, -71.080943 42.332931))",1.3854205999981296e-05,1.3854205999981296e-05,1.0,42.332823000000005,-71.0831262140025,853,319.0,107.91200118615167
250250815002,Boston,"POLYGON ((-71.093146 42.3208, -71.092476 42.321307, -71.091606 42.320652, -71.090238 42.319213, -71.091294 42.317605, -71.091619 42.316997, -71.092964 42.316751, -71.093559 42.315515, -71.094274 42.315634, -71.097086 42.317028, -71.095305 42.318825, -71.093146 42.3208))",1.9912020499998334e-05,1.9912020499998338e-05,0.9999999999999998,42.318214999999995,-71.09340148585537,582,287.99999999999994,204.39422692434337
250250904004,Boston,"POLYGON ((-71.075522 42.320573, -71.073948 42.320773, -71.072204 42.321359, -71.071276 42.32016, -71.07271 42.319285, -71.077749 42.319284, -71.077746 42.320431, -71.075522 42.320573))",8.742582000005777e-06,8.742582000005777e-06,1.0,42.3202955,-71.07456361423226,217,30.0,50.96076922496363
250250103001,Boston,"POLYGON ((-71.098988 42.339095, -71.096885 42.339026, -71.09621 42.339827, -71.093217 42.340889, -71.092543 42.339513, -71.092192 42.339139, -71.095745 42.337727, -71.100306 42.335941, -71.100935 42.336168, -71.098988 42.339095))",1.648544000000842e-05,1.648544000000842e-05,1.0,42.338376499999995,-71.09678830330435,144,111.0,43.965895873961216
250250403003,Boston,"POLYGON ((-71.064076 42.378986, -71.063362 42.379767, -71.062356 42.381102, -71.061596 42.380789, -71.06139 42.380696, -71.062639 42.378985, -71.064259 42.376844, -71.06497 42.377305, -71.065503 42.377791, -71.064076 42.378986))",5.528524499985479e-06,5.528524499985479e-06,1.0,42.378388,-71.06394041028241,330,47.0,51.92301994298868
250251007005,Boston,"POLYGON ((-71.057275 42.282449, -71.056536 42.282583, -71.055731 42.282622, -71.053436 42.282902, -71.05253 42.280886, -71.054694 42.28034, -71.058528 42.280061, -71.058932 42.281991, -71.057275 42.282449))",1.317787749997487e-05,1.3177877499974872e-05,0.9999999999999999,42.2814385,-71.0557973216406,288,0.0,19.798989873223327
250251205001,Boston,"POLYGON ((-71.105131 42.319278, -71.103985 42.319977, -71.102519 42.321405, -71.101744 42.322892, -71.100023 42.322772, -71.102944 42.319298, -71.104475 42.317022, -71.106673 42.317268, -71.105795 42.318404, -71.105131 42.319278))",1.0524607500023739e-05,1.052460750002374e-05,0.9999999999999999,42.3196375,-71.10360007380424,343,103.99999999999999,52.55473337388364
250251303004,Boston,"POLYGON ((-71.146749 42.275663, -71.145705 42.27505, -71.143664 42.272847, -71.147289 42.269994, -71.149893 42.272228, -71.150778 42.273551, -71.150699 42.275516, -71.151073 42.275902, -71.146749 42.275663))",2.6278021000027975e-05,2.6278021000027975e-05,1.0,42.273199,-71.14726632522236,278,49.0,36.796738985948195
250251604002,Chelsea,"POLYGON ((-71.048145 42.396634, -71.046161 42.398035, -71.035381 42.395917, -71.032955 42.395408, -71.033774 42.39465, -71.037054 42.392758, -71.042734 42.389433, -71.044477 42.392435, -71.046529 42.392028, -71.050002 42.393471, -71.053297 42.396178, -71.051945 42.397619, -71.048145 42.396634))",8.575457300002417e-05,8.575457300002417e-05,1.0,42.394060499999995,-71.0427577570985,270,164.0,107.91200118615167
250173701011,Watertown,"POLYGON ((-71.194177 42.386031, -71.192801 42.384559, -71.190225 42.381786, -71.189241 42.380727, -71.190503 42.379867, -71.191831 42.377273, -71.197977 42.379249, -71.196089 42.382011, -71.198354 42.382477, -71.194177 42.386031))",4.278253399996896e-05,4.2782533999968963e-05,0.9999999999999999,42.3812565,-71.19316887400433,725,16.999999999999996,30.413812651491096
250250911002,Boston,"POLYGON ((-71.054122 42.316457, -71.052574 42.31623, -71.051981 42.314975, -71.052165 42.313844, -71.05315 42.311336, -71.054983 42.312331, -71.055387 42.312569, -71.054122 42.316457))",1.1137861999990784e-05,1.1137861999990783e-05,1.0000000000000002,42.3144095,-71.05343058738427,628,156.0,134.35028842544403
